dt_distr,train_distr,test_distr,seed,act,prd,est,absolute_error,nkld
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],42,[238. 317. 238. 158. 317. 158. 158.],[ 56. 317. 373. 342. 430.   9.  57.],[ 13. 185. 280. 238. 315.   0.  41.],0.06818181818181818,0.7185223475249087
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],73,[238. 317. 238. 158. 317. 158. 158.],[439. 315.  12. 482. 119.   0. 217.],[344. 183. 122. 133. 366.  20. 305.],0.06448412698412699,0.14104605624684652
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],34,[238. 317. 238. 158. 317. 158. 158.],[659. 313.  13. 135.   0. 390.  74.],[658. 313.  13. 135.  74. 390.  74.],0.11102092352092352,0.2816536119053499
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],25,[238. 317. 238. 158. 317. 158. 158.],[318. 318. 233.  57. 103. 461.  94.],[318. 318. 233.  57. 103. 461.  94.],0.06926406926406926,0.11483222503460144
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],96,[238. 317. 238. 158. 317. 158. 158.],[  6. 317. 470. 294. 266.   0. 231.],[  4. 226. 347. 213. 349. 100. 218.],0.05762987012987013,0.28648651200514585
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],57,[238. 317. 238. 158. 317. 158. 158.],[ 10. 318. 544.   0.   1. 709.   2.],[  10.  318.  544. 1097.   10.  709.  366.],0.22907647907647907,0.29874808625117666
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],88,[238. 317. 238. 158. 317. 158. 158.],[1.000e+00 0.000e+00 3.300e+01 1.750e+02 1.159e+03 1.000e+01 2.060e+02],[   0. 1584.  167.    0.  631.    0.    0.],0.2132034632034632,0.9870802640078731
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],50,[238. 317. 238. 158. 317. 158. 158.],[ 94. 318. 665.  82. 212.  16. 197.],[ 96. 150. 488.   0. 115.   0. 111.],0.10137085137085138,0.885830682707496
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],31,[238. 317. 238. 158. 317. 158. 158.],[712. 318.   8.   0.   0. 546.   0.],[714. 318.   8. 718. 344. 545. 251.],0.159992784992785,0.003521378571647915
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],11,[ 876.  146.  146.  146.  146.  146. 1315.],[   6.  146.  750.   84. 1916.    0.   19.],[  0.   0.   0.   0. 407.   0.   0.],0.1484814398200225,0.9999943251209598
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],42,[ 876.  146.  146.  146.  146.  146. 1315.],[1255.  146.   53.  238.   22.  925.  282.],[1255.  146.   53.  239.   22.  924.  282.],0.12226732527999218,0.29757496367935365
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],73,[ 876.  146.  146.  146.  146.  146. 1315.],[0.000e+00 1.000e+00 0.000e+00 4.650e+02 0.000e+00 2.455e+03 0.000e+00],[   0.    0. 1396.  124.    0.  686.    0.],0.21005526483102654,0.9999787671242102
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],34,[ 876.  146.  146.  146.  146.  146. 1315.],[  75.  147.  812.  321.  286.  125. 1155.],[ 73. 142. 786. 270. 332. 120. 623.],0.12104465202719225,0.4369005760176716
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],25,[ 876.  146.  146.  146.  146.  146. 1315.],[1642.  150.   50.  264.    5.  356.  454.],[1641.  150.   50.  264.    5.  356.  455.],0.10730180466572113,0.21472592111398692
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],96,[ 876.  146.  146.  146.  146.  146. 1315.],[341. 145. 577. 641. 128. 219. 870.],[341. 145. 577. 641. 128. 220. 870.],0.09776495329388174,0.15509436992095527
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],57,[ 876.  146.  146.  146.  146.  146. 1315.],[  8.   8. 923. 340. 746.  24. 872.],[  0.   0.   7.   0. 389.   0.   0.],0.1472587665672226,0.9999911862017115
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],88,[ 876.  146.  146.  146.  146.  146. 1315.],[152. 146. 710. 314. 748.  46. 805.],[152. 145. 707. 298. 667.  46. 534.],0.1388956815180711,0.37935252714990364
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],50,[ 876.  146.  146.  146.  146.  146. 1315.],[   9.  140.  672. 1480.  484.   50.   86.],[ -5587.   -162.  -5971. -36212.  18480.   -560.  -9312.],3.859392575928009,nan
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],31,[ 876.  146.  146.  146.  146.  146. 1315.],[ 245.  147.  651. 1308.  116.   34.  420.],[382. 134. 690. 959. 155.  76. 136.],0.15263852887954224,0.512624673456896
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],11,[ 68. 344. 137. 206. 137. 413.  68.],[  0. 345. 187. 533. 307.   0.   1.],[320. 345. 187. 533. 307. 259. 366.],0.1302674019352825,-0.1364540242343092
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],42,[ 68. 344. 137. 206. 137. 413.  68.],[100. 344.  87.   3.  37. 701. 101.],[100. 321.  83.   0.  85. 161.  86.],0.06627822286962855,0.8011084373045041
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],73,[ 68. 344. 137. 206. 137. 413.  68.],[180. 343. 101. 497.  30.  36. 186.],[168. 279.  89. 399. 138.  29. 148.],0.09062532514826761,0.3413596433796262
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],34,[ 68. 344. 137. 206. 137. 413.  68.],[ 66. 343. 202. 152.  24. 566.  20.],[108. 316. 205. 143.  62. 183.  69.],0.05254396004578087,0.16650573835609195
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],25,[ 68. 344. 137. 206. 137. 413.  68.],[1071.    0.    0.    7.    0.  295.    0.],[1071. 1317.  878.    7.  751.  296. 1019.],0.478410155030694,-0.17540691052167134
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],96,[ 68. 344. 137. 206. 137. 413.  68.],[251. 338.   0. 499.  27. 144. 114.],[190. 273. 267. 446.   0. 117.  75.],0.10435958797211528,0.597751663410043
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],57,[ 68. 344. 137. 206. 137. 413.  68.],[ 76. 343. 144. 213. 140. 334. 123.],[ 76. 343. 144. 213. 139. 334. 122.],0.016439496410363127,0.009350623042776673
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],88,[ 68. 344. 137. 206. 137. 413.  68.],[320. 345.   4.  11.   3. 690.   0.],[ 320.  345.    4.   11.    3.  689. 1821.],0.2855061908230153,0.3710559493125629
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],50,[ 68. 344. 137. 206. 137. 413.  68.],[167. 344.  73. 677.  45.  21.  46.],[ 81. 234.  14. 585.  10.  14.  18.],0.1249609822078868,0.636309593544585
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],31,[ 68. 344. 137. 206. 137. 413.  68.],[285. 344.   0. 556.   0. 188.   0.],[286. 344. 292. 556. 120. 187. 187.],0.11289147851420248,-0.047050604916650474
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],11,[ 365.  365.  365. 1826.  365.    0.  365.],[ 456.  363.  237.  174.  229. 1834.  358.],[ 456.  363.  236.  174.  229. 1835.  359.],0.15068278749461986,0.0008285210730050174
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],42,[ 365.  365.  365. 1826.  365.    0.  365.],[   5.  364.   23. 1072.  919.  326.  942.],[  14.  364.   14. 1073.  918.  326.  944.],0.11401964236804006,-0.047462739156323264
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],73,[ 365.  365.  365. 1826.  365.    0.  365.],[ 945.   68.   48. 1059.  364.   74. 1093.],[973.   0. 811.   0.   0.  16.  29.],0.1550260202684196,0.12592341077170932
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],34,[ 365.  365.  365. 1826.  365.    0.  365.],[ 406.  365.  147.  838.  147. 1284.  464.],[ 405.  365.  147.  838.  146. 1285.  464.],0.11147630786086003,-0.011995497935129329
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],25,[ 365.  365.  365. 1826.  365.    0.  365.],[ 739.  336.   14.  986.  343.   41. 1192.],[1.032e+03 2.100e+01 1.000e+00 6.200e+01 5.000e+01 2.000e+01 6.390e+02],0.1466525805063192,-0.02798537650124966
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],96,[ 365.  365.  365. 1826.  365.    0.  365.],[   0.  363.    5. 1558. 1364.   29.  332.],[ 404.  363.  418. 1558. 1363.   29.  333.],0.05560120514927417,0.0045864544484703895
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],57,[ 365.  365.  365. 1826.  365.    0.  365.],[418. 331. 340. 864. 124. 936. 638.],[418. 331. 340. 864. 124. 935. 638.],0.0987205071017725,-0.02790715053990389
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],88,[ 365.  365.  365. 1826.  365.    0.  365.],[   2.  363.   13.  878. 1676.    0.  719.],[  13.  363.   13.  878. 1675.    0.  718.],0.12978831631255625,-0.03380645749129618
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],50,[ 365.  365.  365. 1826.  365.    0.  365.],[2.300e+01 3.660e+02 4.440e+02 8.010e+02 1.000e+00 1.956e+03 6.000e+01],[ 50.   0.  93. 347.   0. 906.   0.],0.15913448370309505,0.5650406384757352
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.1 0.1 0.1 0.5 0.1 0.  0.1],31,[ 365.  365.  365. 1826.  365.    0.  365.],[ 759.  364.    0. 1082.  248. 1095.  103.],[451.   0. 817. 712.   0. 882.   0.],0.1419963219470204,0.5650406384757352
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],11,[1254.  313.  627.  156.  313.  313.  156.],[6.000e+00 1.000e+00 2.130e+02 6.900e+01 2.295e+03 9.000e+00 5.390e+02],[0.000e+00 3.000e+00 1.000e+00 0.000e+00 1.265e+03 0.000e+00 1.990e+02],0.16666666666666666,0.9997732018077119
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],42,[1254.  313.  627.  156.  313.  313.  156.],[1224.  323.  119.    6.   40.  969.  451.],[1028.    0.  382.    0.    0.  303.  195.],0.05938697318007663,0.9285593516121902
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],73,[1254.  313.  627.  156.  313.  313.  156.],[1.000e+00 3.150e+02 1.500e+01 9.100e+01 2.709e+03 0.000e+00 1.000e+00],[8.000e+00 3.150e+02 8.000e+00 9.100e+01 2.708e+03 1.000e+00 1.000e+00],0.21866447728516694,0.9432402372070419
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],34,[1254.  313.  627.  156.  313.  313.  156.],[1134.  315.  594.   70.   75.  589.  355.],[1134.  315.  594.   70.   75.  589.  355.],0.04351395730706076,0.06441966478073757
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],25,[1254.  313.  627.  156.  313.  313.  156.],[832. 308. 752.  66. 545. 130. 499.],[832. 308. 752.  67. 545. 130. 498.],0.06376573617952928,0.07294399674767926
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],96,[1254.  313.  627.  156.  313.  313.  156.],[ 282.  313.  424.  141. 1437.   44.  491.],[ 282.  313.  424.  141. 1437.   44.  491.],0.13309615033752964,0.3218647919224218
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],57,[1254.  313.  627.  156.  313.  313.  156.],[ 233.  313.  443.  110. 1434.   27.  572.],[ 233.  313.  443.  110. 1435.   27.  571.],0.1402116402116402,0.37518516315565753
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],88,[1254.  313.  627.  156.  313.  313.  156.],[1266.  316.  394.   42.  358.  578.  178.],[1190.  261.  610.   35.  312.   70.  198.],0.024630541871921183,0.12789216573140627
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],50,[1254.  313.  627.  156.  313.  313.  156.],[8.100e+01 3.130e+02 4.610e+02 3.180e+02 1.807e+03 1.000e+00 1.510e+02],[8.100e+01 3.130e+02 4.610e+02 3.180e+02 1.807e+03 1.000e+00 1.510e+02],0.1510673234811166,0.6421561544463019
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],31,[1254.  313.  627.  156.  313.  313.  156.],[   0.  302.    0.   23. 2807.    0.    0.],[   0.    0.    0.  160.  939. 1597.  451.],0.2008301404853129,0.9998043459526678
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],11,[322. 429. 322. 214. 429. 214. 214.],[476. 429. 103. 230. 469.  92. 345.],[857.  97. 402.  38. 143.   0.  90.],0.1164045842217484,0.7213782830393192
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],42,[322. 429. 322. 214. 429. 214. 214.],[139. 437. 398.  77. 744.  13. 336.],[139. 436. 399.  77. 744.  13. 336.],0.06942963752665245,0.15725282857383527
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],73,[322. 429. 322. 214. 429. 214. 214.],[324. 429. 175. 146. 676.  19. 375.],[324. 429. 175. 145. 677.  19. 375.],0.05477078891257996,0.11149768849065755
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],34,[322. 429. 322. 214. 429. 214. 214.],[174. 432. 376.   2. 141. 730. 289.],[167. 416. 363.   2. 136. 341. 194.],0.057369402985074626,0.3567577470108172
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],25,[322. 429. 322. 214. 429. 214. 214.],[ 49. 428. 545. 118. 424. 212. 368.],[ 49. 428. 544. 118. 424. 211. 367.],0.05017324093816631,0.10649735831074003
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],96,[322. 429. 322. 214. 429. 214. 214.],[359. 429.  86. 119. 129. 688. 334.],[359. 428.  86. 119. 129. 688. 335.],0.08422174840085288,0.15871162436524
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],57,[322. 429. 322. 214. 429. 214. 214.],[104. 429. 397. 106. 531. 233. 344.],[119. 410. 428. 101. 508. 214. 136.],0.0398454157782516,0.10075575513793367
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],88,[322. 429. 322. 214. 429. 214. 214.],[138. 360. 200. 151. 676. 280. 339.],[167. 351. 213. 149. 660. 276. 374.],0.05730277185501066,0.0348083508977588
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],50,[322. 429. 322. 214. 429. 214. 214.],[1.000e+00 4.360e+02 2.700e+01 1.710e+02 1.335e+03 0.000e+00 1.740e+02],[  27.  436.   27.  171. 1335.  125.  174.],0.11160714285714286,0.2962728490866051
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],31,[322. 429. 322. 214. 429. 214. 214.],[286. 429. 201. 115. 558. 129. 426.],[286. 429. 201. 115. 558. 129. 426.],0.045442430703624734,0.03986317595766398
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],11,[1233.  205.  205.  205.  205.  205. 1850.],[1307.  208.   44.  189.  234.  225. 1901.],[1330.  202.  185.  165.  197.  213.  707.],0.04586868827375157,0.2104213201782037
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],42,[1233.  205.  205.  205.  205.  205. 1850.],[ 720.  206.  657.   97.  189.  535. 1704.],[ 721.  206.  658.   97.  189.  535. 1705.],0.054423424676589234,0.06634947528387891
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],73,[1233.  205.  205.  205.  205.  205. 1850.],[ 350.  204.  760.  183.  229.  630. 1752.],[ 345.  201.  749.  195.  224.  591. 1454.],0.07814021421616359,0.18403650574314767
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],34,[1233.  205.  205.  205.  205.  205. 1850.],[1369.  205.   11.  149.  237.  210. 1927.],[1384.  201.   81.   71.  203.  192.  358.],0.06676867436361107,0.3837760911176733
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],25,[1233.  205.  205.  205.  205.  205. 1850.],[1318.  205.    6.  114.  457.  110. 1898.],[1928.    0.    0.    0.   18.    0.   13.],0.12306996800667687,0.9812705248353877
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],96,[1233.  205.  205.  205.  205.  205. 1850.],[1.112e+03 2.060e+02 1.000e+00 1.730e+02 9.300e+01 8.890e+02 1.634e+03],[1106.  205.   47.   53.   47.  606.  114.],0.09500625956322159,0.6193887213157443
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],57,[1233.  205.  205.  205.  205.  205. 1850.],[ 160.   59.  740.  126. 1418.    8. 1597.],[ 160.   59.  739.  126. 1418.    8. 1598.],0.12150507720127973,0.3655939413308802
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],88,[1233.  205.  205.  205.  205.  205. 1850.],[1197.  206.  141.    0.   13. 2519.   32.],[685.   0. 414.   0.   0. 329.   0.],0.11635832521908471,0.9995712264614371
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],50,[1233.  205.  205.  205.  205.  205. 1850.],[3.140e+02 1.000e+00 4.100e+02 1.500e+01 7.810e+02 2.096e+03 4.910e+02],[ 314. 1151.  410.   15.  780. 2096.  491.],0.21160801224092363,0.3948329146481451
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],31,[1233.  205.  205.  205.  205.  205. 1850.],[ 850.   73.  387.  126.  181.  741. 1750.],[817.  71. 477.  86. 172. 542. 724.],0.0847475309500626,0.27307921357893306
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],11,[ 89. 445. 178. 267. 178. 534.  89.],[  2. 441.  56.  62. 483.   1. 735.],[ 93. 263.  54.  37. 432.   1. 188.],0.11444622792937399,0.8182629000553863
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],42,[ 89. 445. 178. 267. 178. 534.  89.],[  0. 432.   0. 147. 877.   1. 323.],[  0.  91.   0.   0. 562.   0.   0.],0.15208667736757625,0.9995770197920175
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],73,[ 89. 445. 178. 267. 178. 534.  89.],[ 25. 443. 118. 168. 294. 553. 179.],[ 25. 443. 117. 168. 295. 553. 179.],0.036276083467094704,0.0400398409985645
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],34,[ 89. 445. 178. 267. 178. 534.  89.],[ 76. 416.  49. 397. 318. 179. 345.],[ 75. 416.  48. 397. 318. 179. 346.],0.08467094703049759,0.1483696190272441
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],25,[ 89. 445. 178. 267. 178. 534.  89.],[ 66. 445. 193. 156. 174. 521. 225.],[ 93. 435. 198. 153. 171. 510. 264.],0.02841091492776886,0.01989690662965171
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],96,[ 89. 445. 178. 267. 178. 534.  89.],[ 67. 425.  42. 181. 344. 307. 414.],[174. 381. 161. 155. 308. 276. 253.],0.0666131621187801,0.0936440440851134
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],57,[ 89. 445. 178. 267. 178. 534.  89.],[ 76. 448.  80. 193. 282. 458. 243.],[ 76. 448.  80. 193. 283. 458. 243.],0.041974317817014446,0.04214765794708075
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],88,[ 89. 445. 178. 267. 178. 534.  89.],[  2. 449.   8. 249. 671.   0. 401.],[  2. 421.   8. 274. 421. 372. 369.],0.07808988764044944,0.226618851809419
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],50,[ 89. 445. 178. 267. 178. 534.  89.],[  0. 172.   0. 553. 624. 430.   1.],[  0.   0.   0. 329. 106.   0.   0.],0.11789727126805778,0.9998614017331819
[0.3 0.7],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],31,[ 89. 445. 178. 267. 178. 534.  89.],[ 25. 444. 202. 145. 207.  81. 676.],[ 24. 444. 201. 145. 206.  81. 675.],0.10256821829855538,0.28920070204493764
[0.3 0.7],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],11,[ 326.  326.  326. 1631.  326.    0.  326.],[ 129.  326.  344. 1010.  427.  586.  439.],[ 129.  326.  345. 1010.  426.  585.  439.],0.07162570640031542,-0.014874441406014238
[0.3 0.7],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],42,[ 326.  326.  326. 1631.  326.    0.  326.],[ 208.  325.  292. 1301.  503.   13.  619.],[ 208.  323.  290. 1288.  494.   35.  538.],0.040084110921277435,-0.02503514554428965
[0.3 0.7],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],73,[ 326.  326.  326. 1631.  326.    0.  326.],[  40.  325.  200. 1292. 1287.    0.  117.],[  39.  316.  194. 1260.  389.    0.  126.],0.04656766110307969,0.047480469948250725
[0.3 0.7],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],34,[ 326.  326.  326. 1631.  326.    0.  326.],[ 792.  327.   15.  614.  179. 1107.  227.],[753.   0.   0. 252.   0. 696.   7.],0.166425723923424,0.1896657934962831
[0.3 0.7],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],25,[ 326.  326.  326. 1631.  326.    0.  326.],[4.850e+02 3.260e+02 9.300e+01 1.151e+03 4.550e+02 1.000e+00 7.500e+02],[ 504.  319.  150. 1119.  375.   15.  472.],0.04744381653305296,-0.01849629614597037
[0.3 0.7],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],96,[ 326.  326.  326. 1631.  326.    0.  326.],[  11.  322.  237. 1365. 1219.    0.  107.],[  10.  295.  218. 1272.  370.    0.  152.],0.045209620186621106,0.03812066232824929
